num_ponto,ponto,latitude,longitude,distancia_unicamp
1,Ponto Final Vanessa,-22.540353763575293,-47.42502573467113,2.385708690859452
2,"Rua Carolina Roland, 65-355",-22.5374783,-47.4270269,2.718356641936082
3,"Avenida Cordeirópolis, 74-108",-22.4768324,-47.4550551,9.939516873781972
4,"Rua João Picinini, 270-332",-22.5428362,-47.4162036,2.2632008306698324
5,"Rua Domingos De Felice, 510-572",-22.5479514,-47.4131695,1.913868838070738
6,"Rua Sebastião Tolêdo, 877",-22.5493434,-47.4138668,1.7474836253469452
7,"Rua Sebastião Tolêdo, 617-641",-22.5493434,-47.4138668,1.7474836253469452
8,"Rua Sebastião Tolêdo, 501",-22.5493434,-47.4138668,1.7474836253469452
9,"Rua Argentina, 481-581",-22.549375,-47.4100487,2.0078412276737025
10,"Rua Itapema, 107",-22.5525311,-47.4057364,2.1613522559840663
11,"Avenida Ararás, 3",-22.5459579,-47.4051164,2.637264447938039
12,"Rua Barão De Campinas, 1027",-22.5650934,-47.3985764,2.657278214505078
13,Escola Brasil - Praça José Bonifácio B/C,-22.56061537605523,-47.40419358435726,2.0604914028793773
14,"Rua Barão De Campinas, 301",-22.5650934,-47.3985764,2.657278214505078
15,Terminal Central De Limeira,-22.5670963,-47.3978312,2.7708203575057833
16,Quadra Da União,-22.56149859301894,-47.396966160724496,2.799364667560579
17,"Rua Vicente De Carvalho, 210",-22.5618598,-47.3942902,3.0742617624324375
18,Ponto Nº741,-22.563320444552577,-47.39155022149111,3.3598226370832607
19,"Rua Cônego Bento, 364",-22.5659179,-47.3929614,3.2418176206474687
20,"Avenida Assis Brasil, 610  (Rapidão)",-22.567265823927244,-47.390318127105076,3.533360813834872
21,"Rua Vereador Samuel Berto, 1090  (Rapidão)",-22.56934567025463,-47.38753371188035,3.8585956319901578
22,"Rua João Batistela, 351  (Rapidão)",-22.571798902447632,-47.38553314393396,4.123665044742703
23,"Rua Diamantino Machado Gomes, 382",-22.571732,-47.3852291,4.1518629940699086
24,"Rua João D'Adona, 811",-22.5688279,-47.3832388,4.280446781211126
25,"Rua João D'Adona, 555-591",-22.5739133,-47.3850636,4.237878711529164
26,"Rua João D'Adona, 287",-22.5688279,-47.3832388,4.280446781211126
27,"Rua Pedro Elías, 546  (Rapidão)",-22.579971461108798,-47.38187292767528,4.790019662040179
28,"Rua Pedro Elías, 966",-22.5810766,-47.3854296,4.516647618967294
29,"Via Luís Varga, 6856-6918  (Rapidão)",-22.578884433223408,-47.377038222653034,5.201043118157779
30,"Rua Presidente Manoel Joaquim Albuquerque Lins, 364-410",-22.580826756928012,-47.37595241541918,5.38534528610236
31,"Rua Presidente Manoel Joaquim Albuquerque Lins, 642-690",-22.580325707528367,-47.373506078067464,5.597444190290549
32,"Rua José Bento Da Glória, 261-341",-22.5831615,-47.3700616,6.043992739648469
33,"Rua Ruben Janine, 1155",-22.5811515,-47.3693254,6.031536037407295
34,Ponto Final Olga Veroni,-22.581196104338872,-47.36869089689841,6.094345244761948
