num_ponto,ponto,latitude,longitude,distancia_unicamp
35,Funerária Bom Pastor,-22.552415995525056,-47.37949040734621,4.714623023065289
36,"Rua Santa Eliza, 122",-22.5736129971867,-47.40848708917393,2.071795151226501
37,Rua Carlos Gomes 1321-1385,-22.5670351,-47.4044543,2.1075279136171754
38,"Rua Carlos Gomes, 989",-22.5670351,-47.4044543,2.1075279136171754
39,Museu Major José Levy Sobrinho B/C (Rapidão),-22.565482060847764,-47.40206587155135,2.309149903218527
40,Terminal Central De Limeira,-22.5670963,-47.3978312,2.7708203575057833
41,Supermercado Covabra,-22.569306949999998,-47.39910528406256,2.7068160034620576
42,Paraíso Dos Animais,-22.57063507415941,-47.39858487448864,2.805203009567229
43,"Rua João Guilherme, 57",-22.5699327,-47.3991685,2.722510659704878
44,"Rua Professora Ceci Barbosa Neves Estéfano, 324-398",-22.5741447,-47.3953501,3.2612231778858933
45,"Avenida Campinas, 1152  (Rapidão)",-22.577078622765704,-47.39148226761585,3.760375343664644
46,"Avenida Campinas, 1322-1374",-22.5714202,-47.3966768,3.0194210883612667
47,"Avenida Campinas, 1490",-22.5714202,-47.3966768,3.0194210883612667
48,"Avenida Campinas, 1760",-22.5886209,-47.3832494,5.14644541908274
49,"Avenida Marechal Artur Da Costa E Silva, 111",-22.581904001871347,-47.38515896772426,4.5848128815346225
50,"Rua Pedro Elías, 214",-22.5810766,-47.3854296,4.516647618967294
51,"Rua Pedro Elías, 546  (Rapidão)",-22.579980144615405,-47.38187649120758,4.790088856665823
52,"Rua Pedro Elías, 966",-22.5810766,-47.3854296,4.516647618967294
53,"Rua Pedro Elías, 1282",-22.5809995,-47.3855864,4.498402077442441
54,"Rua Antônio Henrique De Araújo, 2-108",-22.5773861,-47.3727344,5.562536050907629
55,"Rua José Bento Da Glória, 1345",-22.5831615,-47.3700616,6.043992739648469
56,"Rua José Bento Da Glória, 679-827",-22.5831615,-47.3700616,6.043992739648469
57,"Rua Onil Roland, 10-64",-22.581203,-47.3686891,6.094786165184673
58,"Rua Ruben Janine, 1144",-22.5811515,-47.3693254,6.031536037407295
59,"Rua Cesário Ferreira, 281-315",-22.5689283,-47.3665455,5.9787827910176965
60,"Rua Francisco Bertoline, 91-159",-22.5755084,-47.3688649,5.88566790718533
61,"Rua Doutor Ademar Pereira De Barros, 232",-22.5700726,-47.375253,5.113160449878584
62,"Rua Doutor Ademar Pereira De Barros, 390-400",-22.5700726,-47.375253,5.113160449878584
63,"Rua Mario Macedo Soares, 8  (Rapidão)",-22.57267718801858,-47.37177504858215,5.520695581025996
64,"Rua Mario Macedo Soares, 486-558  (Rapidão)",-22.571733129100597,-47.36984121300883,5.69409938621166
65,"Rua Encarnação Carrasco Arias, 511-647  (Rapidão)",-22.571688924060823,-47.368823636049704,5.795932244854402
66,"Rua Joaquim Carlos Wissel, 439  (Rapidão)",-22.57083918930491,-47.367831584026305,5.879601556690367
67,"Rua Joaquim Carlos Wissel, 91-147  (Rapidão)",-22.567691879962304,-47.36770898393665,5.843538691834762
68,"Avenida Professor Sebastião Nogueira De Lima, 1065-1135",-22.5681615,-47.3765559,4.9472252538795765
69,"Avenida Professor Sebastião Nogueira De Lima, 871",-22.5676378,-47.3691839,5.692119979732338
70,"Avenida Higino De Barros Camargo, 421",-22.5682983,-47.3723473,5.37809780381267
71,"Avenida Higino De Barros Camargo, 595",-22.5682983,-47.3723473,5.37809780381267
72,"Avenida Higino De Barros Camargo, 843",-22.5682983,-47.3723473,5.37809780381267
73,Terminal Parque Hipolito,-22.566720476594224,-47.37013678604166,5.584104086299387
