num_ponto,ponto,latitude,longitude,distancia_unicamp
1,"Avenida Doutor Lauro Corrêa Da Silva, 4103-4159",-22.6221325,-47.4270377,6.678369123174393
2,"Rua Izaura Santos Di Dessa, 606-674",-22.5952732,-47.4138331,3.8476251884996384
3,"Rua Pedro Tumenas, 162-184",-22.5963471,-47.414676,3.9396476340895648
4,"Rua Pedro Tumenas, 310",-22.5963471,-47.414676,3.9396476340895648
5,"Avenida Claudemiro Roland, 49-103",-22.5945785,-47.4099996,3.903292200874455
6,"Avenida Luís Cavinato, 220",-22.5429901,-47.3995622,3.2847063501401648
7,"Avenida Luís Cavinato, 384",-22.5429901,-47.3995622,3.2847063501401648
8,"Avenida Luís Cavinato, 394-408",-22.596821609431665,-47.407929806177236,4.214522799014933
9,"Rua Túlio Taques De Lemos, 185-245",-22.593039144584573,-47.40680906097436,3.8852373261927
10,"Rua Álvaro Ramos, 109",-22.5919359,-47.4078954,3.7256292135328506
11,"Rua Joaquim Pompéu, 387-451",-22.58910638647184,-47.40607002663493,3.54359049486243
12,"Rua Doutor Wiliam Silva, 271-337",-22.587402149022424,-47.40574332220587,3.4031024436767514
13,"Rua Benedito Soares Da Vinha, 399",-22.5835349,-47.4042518,3.154272132103469
14,"Rua Doutor Francisco Ferreira Da Rosa, 1121",-22.5842402,-47.405788,3.1156710788665944
15,"Rua Doutor Francisco Ferreira Da Rosa, 939-1075",-22.5842402,-47.405788,3.1156710788665944
16,"Rua Doutor Francisco Ferreira Da Rosa, 763",-22.5842402,-47.405788,3.1156710788665944
17,"Rua Baía, 538",-22.579405279348784,-47.40317015821637,2.90415496649034
18,"Rua Baía, 688",-22.579555003875733,-47.40191103656098,3.01249366514204
19,"Rua João Machado Gomes Júnior, 471-517",-22.5737642,-47.4005312,2.7653069598388664
20,"Rua João Machado Gomes Júnior, 247",-22.5737642,-47.4005312,2.7653069598388664
21,"Rua Ceará, 504-574",-22.574346,-47.4033193,2.5510639997574045
22,"Rua Ceará, 239",-22.574346,-47.4033193,2.5510639997574045
23,Funerária Bom Pastor,-22.552415995525056,-47.37949040734621,4.714623023065289
24,"Rua Santa Eliza, 122",-22.5736129971867,-47.40848708917393,2.071795151226501
25,Rua Carlos Gomes 1321-1385,-22.5670351,-47.4044543,2.1075279136171754
26,"Rua Carlos Gomes, 989",-22.5670351,-47.4044543,2.1075279136171754
27,Museu Major José Levy Sobrinho B/C (Rapidão),-22.565482060847764,-47.40206587155135,2.309149903218527
28,Terminal Central De Limeira,-22.5670963,-47.3978312,2.7708203575057833
29,Catedral N.Sr. Das Dores (Rapidão),-22.56157386008471,-47.402000260308085,2.281537187646309
30,"Rua Alferes Franco, 764",-22.5645915,-47.4056871,1.9255647491908303
31,"Rua Alferes Franco, 1060",-22.5645915,-47.4056871,1.9255647491908303
32,"Rua Capitão Flamínio Ferreira, 489-585",-22.567526924557047,-47.4094484448596,1.6390282089520403
33,"Rua Farmaceutico Jacob Fanelli, 463",-22.5621516,-47.4143673,1.0097586897407114
34,"Rua Carminé Arcaro, 77-197",-22.5622308,-47.4135796,1.091015274483442
35,"Norte Avenida Doutor Fabrício Vampré, 101-167",-22.560701256587084,-47.415506424211316,0.9017168306223897
36,"Norte Avenida Doutor Fabrício Vampré, 726",-22.558543222729284,-47.42064425539583,0.5187546744987568
37,"Norte Avenida Doutor Fabrício Vampré, 930",-22.5590094417888,-47.42274176366197,0.35097124366969157
38,"Norte Avenida Doutor Fabrício Vampré, 1212",-22.559541125575418,-47.42523536540395,0.2811258620097627
39,"Norte Avenida Doutor Fabrício Vampré, 1518-1560",-22.560779043320487,-47.427648567200386,0.3770407687762222
40,"Rua Osvaldo Bertoline, 152",-22.56025720385242,-47.42961979272565,0.5876715978614369
41,"Rua Osvaldo Bertoline, 294-346",-22.55950706442501,-47.43082261101142,0.7320450813531533
42,"Rua Osvaldo Bertoline, 512",-22.55845662648252,-47.43266718058858,0.9517529093164461
43,"Rua Oscár Vargas, 18-88",-22.5613776,-47.4359337,1.2100893135725286
44,"Rua Professor Rui Côrte Brilho, 819",-22.561216801268866,-47.43590213381577,1.207804022669139
45,"Rua Dos Metalúrgicos, 270",-22.5607165,-47.4375099,1.3769843984613654
46,"Rua Doutor Francisco Machado De Campos, 220",-22.552797,-47.4390279,1.828768178157396
47,"Rua Doutor Mario Camargo Aranha, 433-473",-22.559547,-47.4468355,2.3443836451602267
48,"Rua Antônio Castellar, 205",-22.5552127,-47.4475051,2.510122515551615
49,"Avenida Estados Unidos Da América, 33-115",-22.5521901,-47.4482989,2.702919256508352
50,"Avenida Estados Unidos Da América, 274",-22.5513069,-47.4530683,3.1937077071234845
51,"Avenida Estados Unidos Da América, 1502-1772",-22.5513869,-47.4530156,3.1854214721832763
52,"Avenida Prefeito Ari Levi Pereira, 976-1028",-22.5637215,-47.4548882,3.1648020650719135
53,"Avenida Prefeito Ari Levi Pereira, 722-780",-22.5471478,-47.4480414,2.947165604254419
54,Ponto Final Geada,-22.54534799380873,-47.45448054085058,3.6146340884822084
