num_ponto,ponto,latitude,longitude,distancia_unicamp
1,Ponto Final Pinhal,-22.55013682878644,-47.216222832990546,21.428983442271132
2,Rodovia Engenheiro João Tosello,-22.5313623,-47.3203696,11.200317253863062
3,Rodovia Engenheiro João Tosello,-22.5313623,-47.3203696,11.200317253863062
4,Rodovia Engenheiro João Tosello,-22.5313623,-47.3203696,11.200317253863062
5,Rodovia Engenheiro João Tosello,-22.5313623,-47.3203696,11.200317253863062
6,Ponto Da Parada Trevo,-22.569041336955458,-47.17399215227436,25.743546539640427
7,Ponto De Parada Caixa D'Agua,-22.45138465383065,-46.844253724723984,60.91114134168811
8,Condomínio Das Hortencias,-22.527953039104773,-47.31746213920673,11.60262920809833
9,Estrada Municipal Lim 235,-22.6150059,-47.4104399,6.050029493587204
10,"Rodovia Engenheiro João Tosello, 6593-6749",-22.497604,-47.2765413,16.773552248756125
11,Ponto Pesqueiro Lago Grande,-22.51722435568518,-47.319430981735884,11.855975120043569
12,Recanto Dos Carajas,-22.538321705079642,-47.279331284984146,15.125831221904047
13,Santa Vitoria,-22.5978686,-43.1762127,436.8520072778628
14,"Avenida Major José Levi Sobrinho, 6776-6786",-22.5534028,-47.3798729,4.652979425220826
15,"Sp-147, 2565",-22.4506535,-47.080265,37.46847308604698
16,"Avenida Major José Levi Sobrinho, 2195",-22.5551189,-47.3807553,4.528816978461274
17,"Avenida Major José Levi Sobrinho, 1355",-22.5551189,-47.3807553,4.528816978461274
18,Cherry,-22.55909896899743,-47.39017462485447,3.5111476621587285
19,Central De Proteção,-22.559338610925533,-47.39344070536366,3.17419263684238
20,"Rua Vinte E Cinco De Março, 219-267",-22.561553,-47.3970053,2.795253777202281
21,Terminal Central De Limeira,-22.5670963,-47.3978312,2.7708203575057833
